po_id,order_date,supplier_id,product_id,warehouse_id,ordered_qty,received_qty,unit_cost,freight_cost,promised_date,actual_delivery_date,defect_qty
PO000274,2024-10-13,S022,P0018,W02,139,133,144.14,305.22,2024-10-23,2024-10-20,5
PO000275,2024-08-28,S006,P0053,W03,172,169,224.86,1957.7,2024-09-03,2024-09-11,4
PO000276,2024-02-28,S005,P0035,W02,102,100,454.03,3216.16,2024-03-19,2024-03-17,2
PO000277,2025-09-02,S011,P0048,W02,13,13,629.18,383.41,2025-10-05,2025-10-02,0
PO000278,2025-07-06,S003,P0093,W01,171,170,479.7,3394.5,2025-07-22,2025-07-21,1
PO000279,2024-01-31,S017,P0072,W02,200,189,849.63,7347.54,2024-03-04,2024-03-14,10
PO000280,2024-11-13,S010,P0109,W02,135,128,881.76,2404.12,2024-12-09,2024-12-06,2
PO000281,2024-12-16,S010,P0069,W01,23,23,847.96,785.2,2025-01-11,2025-01-23,0
PO000282,2024-12-09,S014,P0006,W02,93,91,814.93,4906.93,2025-01-12,2025-01-09,1
PO000283,2025-11-02,S003,P0086,W02,127,122,176.87,1605.76,2025-11-18,2025-11-15,2
PO000284,2024-04-20,S010,P0009,W02,209,199,415.03,2236.82,2024-05-16,2024-05-13,4
PO000285,2024-08-11,S025,P0042,W01,112,107,852.18,5421.3,2024-09-06,2024-09-04,2
PO000286,2024-05-12,S016,P0113,W03,7,7,632.42,201.84,2024-05-27,2024-05-27,0
PO000287,2024-06-27,S015,P0119,W01,156,153,605.2,6746.25,2024-07-14,2024-07-11,2
PO000288,2025-10-25,S013,P0018,W03,153,147,144.14,932.21,2025-11-10,2025-11-12,2
PO000289,2025-11-18,S012,P0119,W03,55,53,605.2,937.51,2025-12-16,2025-12-18,1
PO000290,2024-02-02,S024,P0118,W02,93,91,531.0,874.27,2024-02-11,2024-02-08,1
PO000291,2025-04-07,S024,P0106,W01,14,14,704.12,592.22,2025-04-16,2025-04-16,0
PO000292,2024-06-19,S011,P0100,W02,31,29,484.96,874.52,2024-07-22,2024-07-19,0
PO000293,2024-05-20,S024,P0010,W01,71,66,598.92,3001.52,2024-05-29,2024-05-26,2
PO000294,2024-08-01,S003,P0015,W03,24,22,47.2,21.1,2024-08-17,2024-08-14,1
PO000295,2024-05-22,S008,P0074,W02,64,63,305.61,1446.48,2024-05-31,2024-05-30,0
PO000296,2024-12-24,S008,P0013,W02,144,141,87.55,328.63,2025-01-02,2025-01-08,2
PO000297,2025-12-28,S018,P0031,W03,87,83,466.43,1974.75,2026-01-13,2026-01-10,2
PO000298,2025-03-04,S016,P0118,W04,36,35,531.0,935.01,2025-03-19,2025-03-16,0
PO000299,2025-06-12,S012,P0110,W02,139,139,382.52,927.95,2025-07-10,2025-07-09,2
PO000300,2024-12-26,,P0031,W04,189,183,466.43,4623.04,2025-01-16,2025-01-25,3
PO000301,2024-01-11,S013,P0065,W01,131,127,163.06,755.44,2024-01-27,2024-01-27,1
PO000302,2024-03-02,S007,P0065,W02,71,70,163.06,753.9,2024-03-23,2024-03-20,1
PO000303,2024-07-15,S013,P0032,W01,178,174,470.25,3929.97,2024-07-31,2024-07-28,7
PO000304,2024-06-27,S009,P0029,W03,78,78,745.34,1131.44,2024-07-25,2024-08-06,4
PO000305,2025-09-06,S023,P0053,W01,8,8,224.86,87.84,2025-09-25,2025-09-22,1
PO000306,2025-09-08,S019,P0073,W02,-5,142,496.76,5266.11,2025-09-15,2025-09-12,3
PO000307,2025-09-16,S005,P0097,W03,159,157,132.18,1346.36,2025-10-06,2025-10-09,2
PO000308,2025-04-11,S024,P0101,W04,52,52,662.0,2058.94,2025-04-20,2025-04-20,2
PO000309,2025-02-10,S017,P0003,W01,86,83,296.21,1762.66,2025-03-15,2025-03-16,3
PO000310,2025-04-19,S009,P0079,W01,6,6,711.48,244.15,2025-05-17,2025-05-17,1
PO000311,2024-10-24,S014,P0074,W02,106,105,305.61,806.42,2024-11-27,2024-11-24,2
PO000312,2025-05-04,S005,P0006,W04,100,97,814.93,3065.17,2025-05-24,2025-05-21,1
PO000313,2025-08-03,S002,P0101,W01,60,60,662.0,823.87,2025-08-14,2025-08-14,1
PO000314,2025-07-11,S011,P0072,W02,118,116,849.63,4472.14,2025-08-13,2025-08-16,4
PO000315,2025-03-24,S020,P0087,W01,150,145,572.62,2591.69,2025-04-12,2025-04-12,3
PO000316,2024-02-12,S009,P0080,W04,100,98,255.24,1473.38,2024-03-11,2024-03-11,6
PO000317,2025-06-13,S010,P0041,W03,176,175,786.37,2729.36,2025-07-09,2025-07-06,4
PO000318,2024-09-24,,P0025,W02,103,100,564.64,1139.65,2024-10-20,2024-10-25,1
PO000319,2025-06-27,S025,P0046,W01,93,92,641.25,4298.12,2025-07-23,2025-07-20,2
PO000320,2025-01-29,S012,P0092,W02,148,147,923.46,9020.82,2025-02-26,2025-02-28,2
PO000321,2025-10-06,S002,P0077,W02,41,39,359.99,534.21,2025-10-17,2025-10-20,0
PO000322,2024-09-04,S017,P0076,W02,186,183,631.28,1804.78,2024-10-07,2024-10-18,8
PO000323,2025-11-11,S018,P0016,W01,135,132,473.34,2052.12,2025-11-27,2025-11-29,3
PO000324,2025-09-09,S023,P0002,W04,83,82,198.63,496.14,2025-09-28,2025-09-30,0
PO000325,2024-08-30,S024,P0081,W02,55,54,890.48,2920.5,2024-09-08,2024-09-05,2
PO000326,2024-12-18,S016,P0115,W02,174,171,277.83,2095.16,2025-01-02,2025-01-10,2
PO000327,2025-01-23,S003,P0044,W01,7,7,529.9,182.4,2025-02-08,2025-02-05,0
PO000328,2025-07-15,S007,P0054,W03,18,18,43.24,53.26,2025-08-05,2025-08-05,0
PO000329,2025-05-18,S018,P0115,W04,135,134,277.83,1499.26,2025-06-03,2025-06-01,3
PO000330,2025-09-14,S016,P0028,W04,108,103,462.33,770.68,2025-09-29,2025-09-26,2
PO000331,2024-09-27,S011,P0063,W04,41,39,249.12,737.68,2024-10-30,2024-10-27,2
PO000332,2025-01-04,S011,P0011,W01,85,82,558.22,2224.02,2025-02-06,2025-02-07,2
PO000333,2024-11-10,S018,P0032,W01,173,165,470.25,1767.52,2024-11-26,2024-11-30,3
PO000334,2025-10-26,S011,P0045,W03,105,100,110.28,755.27,2025-11-28,2025-11-27,1
PO000335,2024-08-10,S004,P0083,W01,118,115,123.64,387.16,2024-08-29,2024-09-04,2
PO000336,2025-03-05,S025,P0037,W01,24,23,320.34,440.59,2025-03-31,2025-04-04,0
PO000337,2024-03-28,S009,P0056,W02,160,159,357.41,2015.51,2024-04-25,2024-04-30,8
PO000338,2025-09-13,S007,P0036,W04,34,32,259.49,628.22,2025-10-04,2025-10-02,0
PO000339,2024-10-07,S002,P0017,W04,55,51,318.73,864.17,2024-10-18,2024-10-17,1
PO000340,2024-09-05,S012,P0096,W01,68,66,224.34,485.27,2024-10-03,2024-10-13,0
PO000341,2025-03-02,S025,P0081,W02,97,95,890.48,3173.36,2025-03-28,2025-03-25,1
PO000342,2024-12-30,S004,P0078,W01,63,60,96.99,263.79,2025-01-18,2025-01-31,0
PO000343,2025-09-11,S007,P0070,W02,180,178,713.19,8810.49,2025-10-02,2025-09-29,2
PO000344,2025-01-23,S005,P0016,W01,87,84,473.34,1686.62,2025-02-12,2025-02-09,1
PO000345,2025-01-12,S003,P0062,W02,12,12,493.18,295.94,2025-01-28,2025-01-25,0
PO000346,2024-03-17,S016,P0085,W04,103,102,152.39,408.25,2024-04-01,2024-03-29,1
PO000347,2024-01-17,S008,P0060,W04,31,30,905.63,741.91,2024-01-26,2024-01-23,0
PO000348,2024-10-18,S019,P0087,W02,52,52,572.62,667.91,2024-10-25,2024-10-25,2
PO000349,2025-12-30,S011,P0040,W02,132,127,28.36,96.67,2026-02-01,2026-01-29,1
PO000350,2025-11-01,S016,P0062,W01,138,134,493.18,2410.37,2025-11-16,2025-11-22,0
PO000351,2025-04-04,S003,P0046,W02,148,143,641.25,3244.35,2025-04-20,2025-04-17,2
PO000352,2025-04-06,S009,P0120,W04,85,83,107.76,547.25,2025-05-04,2025-05-15,5
PO000353,2024-10-13,S011,P0022,W01,185,179,879.46,8680.19,2024-11-15,2024-11-18,5
PO000354,2024-05-09,S002,P0035,W01,17,16,454.03,236.25,2024-05-20,2024-05-17,1
PO000355,2024-01-07,S011,P0082,W04,86,83,234.99,614.63,2024-02-09,2024-02-06,1
PO000356,2024-09-04,S012,P0008,W01,57,53,685.73,1248.96,2024-10-02,2024-09-30,1
PO000357,2024-08-19,S011,P0062,W02,13,13,493.18,245.87,2024-09-21,2024-09-27,1
PO000358,2024-05-20,S013,P0004,W01,125,122,553.62,3204.67,2024-06-05,2024-06-02,0
PO000359,2024-07-08,S020,P0064,W01,17,17,889.75,850.02,2024-07-27,2024-08-12,1
PO000360,2024-01-19,S020,P0039,W04,135,133,421.45,2818.1,2024-02-07,2024-02-09,3
PO000361,2025-03-20,S001,P0023,W03,188,183,555.36,3526.49,2025-04-17,2025-04-17,5
PO000362,2025-11-08,S017,P0060,W04,176,175,905.63,7248.52,2025-12-11,2025-12-24,16
PO000363,2025-05-19,S023,P0040,W01,151,146,28.36,288.32,2025-06-07,2025-06-04,1
PO000364,2024-11-23,S022,P0010,W02,57,57,598.92,1679.99,2024-12-03,2024-12-09,1
PO000365,2024-11-03,S009,P0064,W01,145,141,889.75,2762.43,2024-12-01,2024-12-03,5
PO000366,2024-08-12,S020,P0068,W01,125,120,942.82,5379.84,2024-08-31,2024-09-02,1
PO000367,2024-04-14,S021,P0080,W04,111,108,255.24,2057.05,2024-05-13,2024-05-10,2
PO000368,2025-03-13,S010,P0109,W01,107,106,881.76,4543.06,2025-04-08,2025-04-05,3
PO000369,2025-02-18,S022,P0085,W04,35,34,152.39,122.68,2025-02-28,2025-03-07,0
PO000370,2024-01-06,S016,P0096,W01,187,182,224.34,2690.02,2024-01-21,2024-01-19,4
PO000371,2024-10-30,S019,P0078,W03,184,180,96.99,576.39,2024-11-06,2024-11-03,1
PO000372,2024-07-22,S019,P0081,W01,161,158,890.48,5367.39,2024-07-29,2024-08-01,2
PO000373,2024-05-04,S020,P0096,W01,122,116,224.34,2003.79,2024-05-23,2024-05-20,0
PO000374,2025-05-28,,P0080,W02,33,33,255.24,227.39,2025-06-06,2025-06-11,1
PO000375,2025-01-19,S022,P0061,W01,141,140,282.04,1457.55,2025-01-29,2025-01-27,1
PO000376,2025-04-08,S011,P0088,W01,211,204,831.84,12756.77,2025-05-11,2025-05-08,0
PO000377,2025-06-05,S015,P0116,W02,33,33,879.17,1997.56,2025-06-22,2025-06-24,0
PO000378,2025-12-18,S017,P0060,W01,81,81,905.63,1168.88,2026-01-20,2026-02-01,4
PO000379,2025-08-09,S022,P0028,W04,199,198,462.33,5663.16,2025-08-19,2025-08-16,4
PO000380,2025-03-29,S010,P0049,W01,210,208,692.83,3122.24,2025-04-24,2025-04-22,2
PO000381,2025-10-04,S008,P0002,W03,100,98,198.63,992.53,2025-10-13,2025-10-14,1
PO000382,2024-12-15,S019,P0037,W03,66,63,320.34,1215.32,2024-12-22,2024-12-23,0
PO000383,2025-12-20,S024,P0107,W01,66,65,131.46,387.58,2025-12-29,2025-12-28,2
PO000384,2025-07-10,S023,P0012,W04,105,102,620.16,4873.14,2025-07-29,2025-07-31,0
PO000385,2025-04-20,S004,P0107,W02,73,72,131.46,432.2,2025-05-09,2025-05-19,0
PO000386,2025-10-22,S023,P0068,W01,123,120,942.82,2675.89,2025-11-10,2025-11-10,1
PO000387,2025-01-11,S020,P0039,W03,22,21,421.45,159.31,2025-01-30,2025-01-27,1
PO000388,2025-06-10,S004,P0057,W01,18,17,789.66,784.61,2025-06-29,2025-07-07,0
PO000389,2024-07-27,S001,P0106,W03,6,6,704.12,168.53,2024-08-24,2024-08-21,0
PO000390,2025-12-05,S006,P0015,W01,158,153,47.2,414.18,2025-12-11,2025-12-08,3
PO000391,2025-03-31,S024,P0068,W01,203,197,942.82,10287.81,2025-04-09,2025-04-06,5
PO000392,2025-07-25,S019,P0033,W01,27,27,891.43,917.81,2025-08-01,2025-07-29,0
PO000393,2024-12-02,S015,P0065,W02,201,199,163.06,1230.09,2024-12-19,2024-12-16,3
PO000394,2025-09-25,S016,P0095,W04,40,39,21.13,37.14,2025-10-10,2025-10-07,0
PO000395,2024-02-24,S011,P0111,W03,15,15,291.49,185.36,2024-03-28,2024-04-02,0
PO000396,2024-03-24,S023,P0031,W01,67,67,466.43,874.84,2024-04-12,2024-04-09,0
PO000397,2025-01-05,S004,P0080,W02,67,66,255.24,271.7,2025-01-24,2025-02-01,0
PO000398,2025-06-19,S008,P0052,W02,211,209,870.88,11903.79,2025-06-28,2025-06-25,5
PO000399,2025-08-14,S006,P0061,W01,29,29,282.04,533.02,2025-08-20,2025-08-25,1
PO000400,2024-11-17,S022,P0020,W02,214,208,561.56,7098.35,2024-11-27,2024-12-05,1
PO000401,2025-04-19,S014,P0103,W02,190,186,196.19,1434.19,2025-05-23,2025-05-20,3
PO000402,2025-02-08,S018,P0021,W02,110,107,168.7,853.73,2025-02-24,2025-02-26,3
PO000403,2025-12-03,S023,P0005,W03,149,148,174.52,453.0,2025-12-22,2026-01-01,3
PO000404,2025-04-23,S005,P0091,W04,119,115,740.32,6358.95,2025-05-13,2025-05-10,2
PO000405,2024-10-31,S025,P0049,W04,200,197,692.83,4702.16,2024-11-26,2024-12-01,3
PO000406,2025-12-09,S004,P0009,W02,50,48,415.03,1156.18,2025-12-28,2025-12-28,1
PO000407,2024-03-19,S019,P0082,W04,210,204,234.99,2067.73,2024-03-26,2024-03-24,5
PO000408,2025-12-20,S018,P0035,W04,94,90,454.03,831.1,2026-01-05,2026-01-04,1
PO000409,2024-04-22,S021,P0118,W01,205,199,531.0,6149.79,2024-05-21,2024-05-18,4
PO000410,2024-07-29,S004,P0118,W01,216,214,531.0,3384.44,2024-08-17,2024-08-29,3
PO000411,2025-08-23,S024,P0067,W02,187,181,417.86,4123.92,2025-09-01,2025-08-31,1
PO000412,2025-06-20,S020,P0058,W03,175,170,769.37,8808.53,2025-07-09,2025-07-06,1
PO000413,2025-12-10,S003,P0054,W02,98,95,43.24,153.97,2025-12-26,2025-12-28,3
PO000414,2025-07-02,S014,P0073,W02,154,150,496.76,5104.39,2025-08-05,2025-08-08,1
PO000415,2025-04-10,S021,P0110,W02,57,55,382.52,807.02,2025-05-09,2025-05-06,0
PO000416,2024-09-10,S012,P0077,W01,64,62,359.99,857.31,2024-10-08,2024-10-05,0
PO000417,2024-01-04,S010,P0012,W03,164,158,620.16,7011.27,2024-01-30,2024-01-28,2
PO000418,2024-03-31,S007,P0024,W04,169,166,334.75,3266.56,2024-04-21,2024-04-18,0
PO000419,2024-08-05,S013,P0076,W04,61,58,631.28,1953.91,2024-08-21,2024-08-26,1
PO000420,2024-01-30,S025,P0045,W03,212,207,110.28,546.65,2024-02-25,2024-02-22,3
PO000421,2025-01-06,S016,P0058,W02,151,146,769.37,2063.59,2025-01-21,2025-01-21,3
PO000422,2025-07-22,S019,P0049,W02,217,213,692.83,8699.56,2025-07-29,2025-07-26,2
PO000423,2025-12-05,S020,P0072,W02,107,106,849.63,3636.69,2025-12-24,2025-12-21,1
PO000424,2024-12-23,S020,P0028,W01,133,132,462.33,1174.22,2025-01-11,2025-01-11,2
PO000425,2025-10-01,S011,P0009,W02,145,139,415.03,1175.66,2025-11-03,2025-10-31,3
PO000426,2025-12-21,S020,P0029,W04,39,38,745.34,470.17,2026-01-09,2026-01-06,1
PO000427,2025-09-20,S009,P0081,W02,65,61,890.48,2637.2,2025-10-18,2025-10-20,1
PO000428,2024-12-05,S015,P0073,W02,212,202,496.76,6549.2,2024-12-22,2024-12-19,2
PO000429,2024-08-25,S008,P0098,W02,149,145,646.35,5754.15,2024-09-03,2024-08-31,1
PO000430,2025-12-15,S024,P0014,W01,121,117,399.69,1481.86,2025-12-24,2025-12-22,0
PO000431,2024-06-25,S019,P0017,W02,5,5,318.73,88.97,2024-07-02,2024-07-01,0
PO000432,2024-10-27,S015,P0016,W02,13,13,473.34,443.89,2024-11-13,2024-11-10,0
PO000433,2024-02-24,S012,P0068,W03,124,121,942.82,7377.72,2024-03-23,2024-03-20,3
PO000434,2025-08-03,S014,P0069,W01,22,22,847.96,754.74,2025-09-06,2025-09-03,1
PO000435,2025-04-20,S020,P0020,W02,35,34,561.56,1154.17,2025-05-09,2025-05-08,0
PO000436,2024-03-03,S007,P0054,W03,129,124,43.24,138.62,2024-03-24,2024-03-23,1
PO000437,2024-06-11,S021,P0007,W02,211,210,722.53,9414.86,2024-07-10,2024-07-09,3
PO000438,2025-02-10,S008,P0074,W04,184,177,305.61,1563.68,2025-02-19,2025-02-16,3
PO000439,2025-01-30,S004,P0069,W02,105,100,847.96,3355.73,2025-02-18,2025-02-25,1
PO000440,2025-08-09,S019,P0004,W02,207,205,553.62,5839.48,2025-08-16,2025-08-13,4
PO000441,2024-07-13,S018,P0011,W01,135,133,558.22,3663.25,2024-07-29,2024-08-03,1
PO000442,2025-11-06,S009,P0085,W02,208,200,152.39,1546.86,2025-12-04,2025-12-14,10
PO000443,2024-11-20,S017,P0108,W01,56,55,124.58,432.63,2024-12-23,2025-01-01,3
PO000444,2025-08-24,S019,P0102,W01,129,125,555.41,2051.01,2025-08-31,2025-08-28,2
PO000445,2024-06-23,S020,P0069,W03,203,199,847.96,11544.63,2024-07-12,2024-07-09,2
PO000446,2024-01-28,S024,P0063,W03,216,213,249.12,921.97,2024-02-06,2024-02-05,2
PO000447,2024-02-10,S022,P0098,W03,189,180,646.35,2937.62,2024-02-20,2024-02-18,6
PO000448,2024-09-29,S011,P0101,W01,37,36,662.0,1793.58,2024-11-01,2024-10-30,1
PO000449,2025-11-27,S006,P0109,W01,138,133,881.76,7362.35,2025-12-03,2025-11-30,2
PO000450,2024-02-05,S003,P0048,W02,25,25,629.18,376.63,2024-02-21,2024-02-18,0
PO000451,2024-09-26,S015,P0058,W04,87,86,769.37,2804.39,2024-10-13,2024-10-10,3
PO000452,2024-03-20,S017,P0010,W02,11,11,598.92,101.75,2024-04-22,2024-05-05,0
PO000453,2025-11-11,S018,P0022,W03,168,162,879.46,6836.34,2025-11-27,2025-11-24,1
PO000454,2025-05-08,S001,P0046,W03,171,168,641.25,8108.57,2025-06-05,2025-06-02,2
PO000455,2025-07-11,S018,P0098,W02,24,24,646.35,834.63,2025-07-27,2025-07-24,0
PO000456,2025-06-05,S020,P0054,W02,202,194,43.24,450.36,2025-06-24,2025-06-24,0
PO000457,2025-04-25,S019,P0071,W03,185,177,847.13,10142.7,2025-05-02,2025-05-06,2
PO000458,2025-07-19,S014,P0104,W01,185,178,765.49,7022.56,2025-08-22,2025-08-22,1
PO000459,2024-01-06,S001,P0058,W01,101,97,769.37,4161.36,2024-02-03,2024-02-04,1
PO000460,2025-09-24,S013,P0041,W02,207,204,786.37,5346.96,2025-10-10,2025-10-07,3
PO000461,2025-06-24,S017,P0088,W02,216,209,831.84,8775.65,2025-07-27,2025-08-05,10
PO000462,2025-06-24,S015,P0038,W02,122,120,498.47,3592.85,2025-07-11,2025-07-08,0
PO000463,2024-10-14,S015,P0047,W01,86,84,272.92,1077.66,2024-10-31,2024-10-31,3
PO000464,2025-08-08,S013,P0107,W03,169,163,131.46,874.98,2025-08-24,2025-08-25,1
PO000465,2024-10-06,S014,P0053,W03,14,14,224.86,87.01,2024-11-09,2024-11-08,0
PO000466,2024-02-05,S009,P0031,W01,77,76,466.43,1068.66,2024-03-04,2024-03-15,5
PO000467,2025-10-25,S016,P0101,W04,5,5,662.0,232.15,2025-11-09,2025-11-08,0
PO000468,2024-06-20,S008,P0078,W04,169,168,96.99,373.75,2024-06-29,2024-06-28,3
PO000469,2024-03-15,S013,P0093,W02,14,14,479.7,354.37,2024-03-31,2024-04-07,0
PO000470,2025-03-30,S011,P0040,W03,166,163,28.36,278.35,2025-05-02,2025-05-02,3
PO000471,2024-06-19,S018,P0094,W03,126,122,143.55,488.19,2024-07-05,2024-07-02,1
PO000472,2025-09-19,S023,P0115,W01,98,97,277.83,689.61,2025-10-08,2025-10-05,2
PO000473,2024-11-20,S016,P0020,W03,140,140,561.56,2165.06,2024-12-05,2024-12-09,1
PO000474,2024-01-04,S004,P0023,W01,14,13,555.36,372.14,2024-01-23,2024-02-04,0
PO000475,2025-11-26,S017,P0068,W01,179,174,942.82,4465.6,2025-12-29,2026-01-07,10
PO000476,2025-01-11,S009,P0087,W01,62,58,572.62,1126.08,2025-02-08,2025-02-07,1
PO000477,2024-07-11,S002,P0001,W01,186,184,437.34,2952.64,2024-07-22,2024-07-19,3
PO000478,2025-05-10,S005,P0067,W01,195,189,417.86,1420.92,2025-05-30,2025-05-29,2
PO000479,2025-01-22,S025,P0016,W02,123,120,473.34,971.04,2025-02-17,2025-02-18,3
PO000480,2024-01-22,S011,P0118,W02,131,125,531.0,1071.42,2024-02-24,2024-02-27,2
PO000481,2025-07-09,S006,P0088,W02,203,196,831.84,11494.41,2025-07-15,2025-07-12,0
PO000482,2024-10-20,S004,P0120,W02,92,92,107.76,694.86,2024-11-08,2024-11-21,2
PO000483,2025-05-26,S017,P0027,W02,90,88,910.96,4037.59,2025-06-28,2025-07-12,7
PO000484,2025-10-16,S020,P0096,W03,208,202,224.34,819.64,2025-11-04,2025-11-01,0
PO000485,2025-03-22,S009,P0046,W01,91,86,641.25,2725.11,2025-04-19,2025-04-26,6
PO000486,2025-05-05,S003,P0013,W02,83,81,87.55,491.72,2025-05-21,2025-05-23,2
PO000487,2024-07-05,S009,P0058,W01,6,6,769.37,305.49,2024-08-02,2024-08-02,0
PO000488,2024-06-22,S017,P0057,W02,75,74,789.66,2987.16,2024-07-25,2024-07-30,4
PO000489,2024-10-30,S003,P0061,W01,58,57,282.04,360.53,2024-11-15,2024-11-18,1
PO000490,2025-09-15,S007,P0103,W01,170,167,196.19,1188.09,2025-10-06,2025-10-03,2
PO000491,2025-01-18,S001,P0034,W01,112,111,546.57,4551.5,2025-02-15,2025-02-12,1
PO000492,2024-09-11,S012,P0077,W02,81,81,359.99,1881.61,2024-10-09,2024-10-08,0
PO000493,2025-07-23,S005,P0024,W04,205,197,334.75,3984.0,2025-08-12,2025-08-09,3
PO000494,2025-09-15,S005,P0106,W03,100,98,704.12,2394.16,2025-10-05,2025-10-02,2
PO000495,2025-10-21,,P0055,W03,94,92,530.67,1304.49,2025-11-06,2025-11-08,0
PO000496,2024-08-06,S019,P0096,W04,160,157,224.34,1460.22,2024-08-13,2024-08-16,0
PO000497,2025-06-02,S013,P0033,W01,61,59,891.43,1578.79,2025-06-18,2025-06-18,0
PO000498,2025-03-07,S024,P0038,W01,97,93,498.47,1698.69,2025-03-16,2025-03-21,1
PO000499,2024-11-24,S010,P0118,W01,156,153,531.0,5272.59,2024-12-20,2024-12-22,2
PO000500,2024-10-17,S006,P0024,W04,74,73,334.75,626.69,2024-10-23,2024-11-01,2
PO000501,2024-03-24,S006,P0068,W03,97,94,942.82,2746.76,2024-03-30,2024-03-28,0
PO000502,2024-07-19,S024,P0039,W02,8,8,421.45,102.21,2024-07-28,2024-07-27,0
PO000503,2025-02-05,S015,P0047,W04,175,170,272.92,3335.53,2025-02-22,2025-02-22,3
PO000504,2025-10-10,S009,P0084,W02,190,185,790.91,3178.58,2025-11-07,2025-11-13,10
PO000505,2025-09-25,S017,P0094,W03,148,143,143.55,904.18,2025-10-28,2025-10-31,6
PO000506,2024-05-17,S014,P0058,W02,118,114,769.37,6432.69,2024-06-20,2024-06-17,0
PO000507,2025-05-11,S003,P0077,W03,197,192,359.99,4726.25,2025-05-27,2025-05-24,1
PO000508,2024-03-02,S018,P0006,W03,188,183,814.93,8351.88,2024-03-18,2024-03-26,2
PO000509,2025-05-08,S003,P0029,W01,105,103,745.34,4444.39,2025-05-24,2025-05-31,1
PO000510,2024-09-06,S005,P0090,W02,137,136,300.32,2345.24,2024-09-26,2024-09-23,1
PO000511,2024-11-24,S018,P0080,W01,206,203,255.24,1176.13,2024-12-10,2024-12-08,3
PO000512,2025-06-08,S012,P0006,W02,48,48,814.93,730.05,2025-07-06,2025-07-03,2
PO000513,2024-11-06,S006,P0107,W02,172,167,131.46,347.76,2024-11-12,2024-11-09,1
PO000514,2025-08-13,S002,P0050,W03,83,81,732.07,2693.11,2025-08-24,2025-08-21,3
PO000515,2025-01-25,S015,P0037,W02,24,24,320.34,438.87,2025-02-11,2025-02-08,0
PO000516,2025-12-31,S018,P0056,W01,94,93,357.41,1466.37,2026-01-16,2026-01-13,1
PO000517,2025-04-11,S006,P0048,W01,116,114,629.18,1132.2,2025-04-17,2025-04-16,2
PO000518,2024-08-04,S011,P0061,W02,164,159,282.04,2644.08,2024-09-06,2024-09-08,3
PO000519,2025-07-20,S009,P0020,W02,37,34,561.56,804.16,2025-08-17,2025-08-20,3
PO000520,2024-10-25,S023,P0017,W02,122,122,318.73,2458.32,2024-11-13,2024-11-20,2
PO000521,2025-01-25,S020,P0119,W02,147,144,605.2,6327.54,2025-02-13,2025-02-13,0
PO000522,2024-04-10,S007,P0090,W03,141,137,300.32,1803.44,2024-05-01,2024-05-03,2
PO000523,2024-03-28,S013,P0044,W01,183,177,529.9,4167.23,2024-04-13,2024-04-10,2
PO000524,2025-02-24,S024,P0102,W01,166,162,555.41,3586.5,2025-03-05,2025-03-06,5
PO000525,2024-05-16,S009,P0096,W02,105,102,224.34,951.02,2024-06-13,2024-06-22,10
PO000526,2025-12-30,S004,P0084,W02,63,63,790.91,2600.0,2026-01-18,2026-02-03,0
PO000527,2025-09-17,S008,P0087,W02,194,191,572.62,6585.27,2025-09-26,2025-09-27,4
PO000528,2025-05-27,S016,P0115,W01,194,192,277.83,2098.5,2025-06-11,2025-06-13,1
PO000529,2025-06-21,S025,P0101,W01,32,29,662.0,624.26,2025-07-17,2025-07-14,1
PO000530,2025-03-11,S008,P0031,W02,102,101,466.43,1018.64,2025-03-20,2025-03-24,1
PO000531,2024-02-14,S002,P0088,W04,166,163,831.84,8145.21,2024-02-25,2024-02-22,3
PO000532,2024-10-13,S005,P0020,W03,147,144,561.56,3289.48,2024-11-02,2024-10-30,0
PO000533,2024-12-28,S011,P0061,W03,193,190,282.04,3140.26,2025-01-30,2025-01-31,3
PO000534,2025-10-31,S003,P0009,W02,51,50,415.03,774.33,2025-11-16,2025-11-13,0
PO000535,2024-06-09,S001,P0021,W01,207,200,168.7,1895.11,2024-07-07,2024-07-04,4
PO000536,2024-12-29,S017,P0087,W02,55,51,572.62,1288.86,2025-01-31,2025-02-04,1
PO000537,2024-09-08,S021,P0045,W03,25,25,110.28,196.35,2024-10-07,2024-10-07,1
PO000538,2024-04-08,S006,P0020,W01,163,158,561.56,3992.26,2024-04-14,2024-04-11,3
PO000539,2024-03-16,S014,P0118,W01,204,201,531.0,5996.93,2024-04-19,2024-04-22,2
PO000540,2024-09-24,S015,P0113,W04,80,76,632.42,2487.5,2024-10-11,2024-10-18,1
PO000541,2024-03-01,S017,P0028,W04,39,38,462.33,1169.04,2024-04-03,2024-04-11,1
PO000542,2024-02-19,S025,P0072,W04,193,189,849.63,9482.67,2024-03-16,2024-03-13,3
PO000543,2024-09-13,S023,P0036,W01,25,25,259.49,256.45,2024-10-02,2024-10-02,0
PO000544,2024-05-27,S008,P0097,W02,147,138,132.18,474.54,2024-06-05,2024-06-02,3
PO000545,2025-02-09,S025,P0083,W01,32,31,123.64,160.24,2025-03-07,2025-03-05,1
PO000546,2024-01-13,S001,P0053,W03,148,144,224.86,2320.25,2024-02-10,2024-02-20,1
PO000547,2024-08-08,S025,P0112,W04,29,29,468.25,816.17,2024-09-03,2024-08-31,0
PO000548,2024-11-27,S004,P0089,W01,86,84,193.04,660.7,2024-12-16,2024-12-27,4
